workload,prompt_idx,policy,avg_latency,net_speedup,wasted_tokens_per_accepted
humaneval,147,baseline,2.4097869396209717,1.0,0.0
humaneval,148,baseline,2.4362094402313232,1.0,0.0
humaneval,149,baseline,2.3252899646759033,1.0,0.0
humaneval,150,baseline,2.2994914054870605,1.0,0.0
humaneval,151,baseline,2.4292430877685547,1.0,0.0
humaneval,152,baseline,0.8430972099304199,1.0,0.0
humaneval,153,baseline,2.3556430339813232,1.0,0.0
humaneval,154,baseline,2.3604888916015625,1.0,0.0
humaneval,155,baseline,2.3842246532440186,1.0,0.0
humaneval,156,baseline,2.382072925567627,1.0,0.0
humaneval,157,baseline,2.4299166202545166,1.0,0.0
humaneval,158,baseline,2.4290130138397217,1.0,0.0
humaneval,159,baseline,2.38993763923645,1.0,0.0
humaneval,160,baseline,2.435988664627075,1.0,0.0
humaneval,161,baseline,2.3933770656585693,1.0,0.0
humaneval,162,baseline,2.304166793823242,1.0,0.0
humaneval,163,baseline,2.3985111713409424,1.0,0.0
humaneval,0,fixed_1,6.948078870773315,0.5063356067140078,0.06451612903225806
humaneval,1,fixed_1,6.0696210861206055,0.3850618725016533,0.13333333333333333
humaneval,2,fixed_1,5.997590780258179,0.16850601646488422,0.13333333333333333
humaneval,3,fixed_1,6.283179759979248,0.3059297174431726,0.0967741935483871
humaneval,4,fixed_1,6.102970361709595,0.2810032286868753,0.16666666666666666
humaneval,5,fixed_1,5.216705799102783,0.4050698226041969,0.06451612903225806
humaneval,6,fixed_1,5.861952066421509,0.2868521490527705,0.2413793103448276
humaneval,7,fixed_1,5.0474560260772705,0.10178349042644823,0.16666666666666666
humaneval,8,fixed_1,4.731662750244141,0.41101102729250866,0.06451612903225806
humaneval,9,fixed_1,4.618505001068115,0.4961167006187571,0.0
humaneval,10,fixed_1,4.9434051513671875,0.47077902034441355,0.13333333333333333
humaneval,11,fixed_1,4.681331396102905,0.5008320631902528,0.03125
humaneval,12,fixed_1,4.7130186557769775,0.4746740828901175,0.03125
humaneval,13,fixed_1,4.669889211654663,0.4901989004405232,0.03125
humaneval,14,fixed_1,4.480846405029297,0.5216896512680196,0.0
humaneval,15,fixed_1,4.940760612487793,0.46296660356785285,0.16666666666666666
humaneval,16,fixed_1,4.6973717212677,0.4918252550920062,0.03125
humaneval,17,fixed_1,4.8042027950286865,0.4745518512962123,0.03125
humaneval,18,fixed_1,4.742347955703735,0.48220440464858993,0.03125
humaneval,19,fixed_1,4.738768577575684,0.47110642289461435,0.03125
humaneval,20,fixed_1,4.617109775543213,0.4870500014407018,0.0
humaneval,21,fixed_1,4.930853366851807,0.4744475472714791,0.0967741935483871
humaneval,22,fixed_1,4.6898033618927,0.48650639148721525,0.06451612903225806
humaneval,23,fixed_1,4.657352924346924,0.47829587812322844,0.0
humaneval,24,fixed_1,4.780120134353638,0.47762086383464103,0.03125
humaneval,25,fixed_1,4.631340026855469,0.5069819958025761,0.0
humaneval,26,fixed_1,4.7302751541137695,0.4779555278945609,0.06451612903225806
humaneval,27,fixed_1,4.556906461715698,0.50274061425358,0.06451612903225806
humaneval,28,fixed_1,4.628417730331421,0.055103976507278024,0.13333333333333333
humaneval,29,fixed_1,4.546959638595581,0.4766429254465774,0.0
humaneval,30,fixed_1,4.803101301193237,0.5434704147546964,0.03125
humaneval,31,fixed_1,4.8844709396362305,0.6274613466246522,0.0967741935483871
humaneval,32,fixed_1,4.8773698806762695,0.6093729377648093,0.13333333333333333
humaneval,33,fixed_1,4.983487844467163,0.40857064137026694,0.13333333333333333
humaneval,34,fixed_1,4.485878944396973,0.5416027730859299,0.0
humaneval,35,fixed_1,4.532088041305542,0.5283186266683255,0.06451612903225806
humaneval,36,fixed_1,4.649697303771973,0.518509459731916,0.0967741935483871
humaneval,37,fixed_1,4.505002737045288,0.5545373568344933,0.0967741935483871
humaneval,38,fixed_1,4.77649712562561,0.5144132640773489,0.2068965517241379
humaneval,39,fixed_1,4.446288108825684,0.544052190445386,0.13333333333333333
humaneval,40,fixed_1,4.184258699417114,0.5836748185318871,0.0
humaneval,41,fixed_1,4.573767900466919,0.5421701455704256,0.2413793103448276
humaneval,42,fixed_1,4.076701879501343,0.6065193447518666,0.0
humaneval,43,fixed_1,4.556332111358643,0.5301259894879513,0.2068965517241379
humaneval,44,fixed_1,4.139637231826782,0.5806609346355046,0.03125
humaneval,45,fixed_1,4.196734428405762,0.5609727775448548,0.06451612903225806
humaneval,46,fixed_1,4.287916898727417,0.562971998563011,0.03125
humaneval,47,fixed_1,4.316685438156128,0.5554824776638203,0.03125
humaneval,48,fixed_1,4.394241094589233,0.5577384314057628,0.13333333333333333
humaneval,49,fixed_1,4.194615125656128,0.5921692289495019,0.06451612903225806
humaneval,50,fixed_1,4.171480655670166,0.3069236642067783,0.03125
humaneval,51,fixed_1,4.437075138092041,0.3250937833717222,0.16666666666666666
humaneval,52,fixed_1,4.177329778671265,0.31653517771911416,0.03125
humaneval,53,fixed_1,4.201256513595581,0.5919182001239747,0.06451612903225806
humaneval,54,fixed_1,4.4305806159973145,0.5511294555157933,0.2068965517241379
humaneval,55,fixed_1,4.201947450637817,0.5807605942836133,0.06451612903225806
humaneval,56,fixed_1,4.160444736480713,0.5812243089895399,0.06451612903225806
humaneval,57,fixed_1,4.1819188594818115,0.572311015830514,0.06451612903225806
humaneval,58,fixed_1,4.61050271987915,0.2669281228264776,0.2413793103448276
humaneval,59,fixed_1,4.135953903198242,0.5856806718775004,0.03125
humaneval,60,fixed_1,4.402136564254761,0.33955000512080363,0.16666666666666666
humaneval,61,fixed_1,4.179538726806641,0.5773115920269505,0.06451612903225806
humaneval,62,fixed_1,4.1863696575164795,0.5756186874274122,0.06451612903225806
humaneval,63,fixed_1,4.093159437179565,0.5921719855393377,0.0
humaneval,64,fixed_1,4.326277017593384,0.5540613679665857,0.0967741935483871
humaneval,65,fixed_1,4.155326843261719,0.5537392223770625,0.06451612903225806
humaneval,66,fixed_1,4.2293455600738525,0.5576678626458151,0.03125
humaneval,67,fixed_1,4.218843936920166,0.5645689538931481,0.06451612903225806
humaneval,68,fixed_1,4.035945653915405,0.6198266503457618,0.0
humaneval,69,fixed_1,4.10386061668396,0.5708530707804798,0.0
humaneval,70,fixed_1,4.33339524269104,0.5584235922744021,0.0967741935483871
humaneval,71,fixed_1,4.349343299865723,0.5701052620730923,0.03125
humaneval,72,fixed_1,4.219248533248901,0.5868588414036857,0.03125
humaneval,73,fixed_1,4.2377259731292725,0.5577404941322339,0.06451612903225806
humaneval,74,fixed_1,4.236300230026245,0.590008875903989,0.06451612903225806
humaneval,75,fixed_1,4.1419196128845215,0.5940793105413334,0.03125
humaneval,76,fixed_1,4.3552329540252686,0.5566227523681692,0.0967741935483871
humaneval,77,fixed_1,4.255587100982666,0.58619398958812,0.13333333333333333
humaneval,78,fixed_1,4.4828760623931885,0.5628149274473215,0.13333333333333333
humaneval,79,fixed_1,4.3232245445251465,0.5831254517336922,0.0967741935483871
humaneval,80,fixed_1,4.0750322341918945,0.6106527269838082,0.0
humaneval,81,fixed_1,4.880848407745361,0.49889032512199,0.06451612903225806
humaneval,82,fixed_1,7.174562215805054,0.33261162034999325,0.0
humaneval,83,fixed_1,5.096543550491333,0.4652442573143449,0.2068965517241379
humaneval,84,fixed_1,5.925628185272217,0.41294311078758467,0.0967741935483871
humaneval,85,fixed_1,4.931914806365967,0.495159999903316,0.0967741935483871
humaneval,86,fixed_1,5.082387447357178,0.47169579245335597,0.16666666666666666
humaneval,87,fixed_1,4.663563013076782,0.5158997507259693,0.0
humaneval,88,fixed_1,4.891660213470459,0.4874175261525624,0.13333333333333333
humaneval,89,fixed_1,5.044898748397827,0.484015875546123,0.2068965517241379
humaneval,90,fixed_1,4.668232679367065,0.5098222486051702,0.06451612903225806
humaneval,91,fixed_1,4.906272888183594,0.48693902344205564,0.16666666666666666
humaneval,92,fixed_1,5.027573823928833,0.4847043745503487,0.16666666666666666
humaneval,93,fixed_1,4.674848318099976,0.5053534740244092,0.06451612903225806
humaneval,94,fixed_1,4.55889105796814,0.5305700557622033,0.06451612903225806
humaneval,95,fixed_1,4.774275064468384,0.4894903364889099,0.0967741935483871
humaneval,96,fixed_1,4.486520767211914,0.525754295181294,0.0
humaneval,97,fixed_1,4.736766815185547,0.49427445106163653,0.2068965517241379
humaneval,98,fixed_1,4.480889081954956,0.5178391367426916,0.0967741935483871
humaneval,99,fixed_1,4.580740213394165,0.5136913166734823,0.06451612903225806
humaneval,100,fixed_1,4.672027587890625,0.5037782895854154,0.0967741935483871
humaneval,101,fixed_1,4.909914016723633,0.48495406744363023,0.2068965517241379
humaneval,102,fixed_1,4.677215099334717,0.5037324529294062,0.13333333333333333
humaneval,103,fixed_1,4.52860164642334,0.5302313869211089,0.03125
humaneval,104,fixed_1,4.757583856582642,0.5023321010287625,0.16666666666666666
humaneval,105,fixed_1,4.835723161697388,0.4945422143126093,0.2413793103448276
humaneval,106,fixed_1,4.514724016189575,0.5396936807292939,0.06451612903225806
humaneval,107,fixed_1,4.73384428024292,0.5270827535098898,0.0
humaneval,108,fixed_1,4.8738203048706055,0.3156761739539476,0.2068965517241379
humaneval,109,fixed_1,4.506121635437012,0.5291767045621693,0.06451612903225806
humaneval,110,fixed_1,4.850733995437622,0.49341555580010926,0.13333333333333333
humaneval,111,fixed_1,4.873064279556274,0.48361046783194556,0.0967741935483871
humaneval,112,fixed_1,5.049274921417236,0.4579621850663943,0.13333333333333333
humaneval,113,fixed_1,5.346368312835693,0.447843486176198,0.16666666666666666
humaneval,114,fixed_1,4.708997964859009,0.5077706820359043,0.0
humaneval,115,fixed_1,5.410691261291504,0.4534571212479869,0.37037037037037035
humaneval,116,fixed_1,5.367412805557251,0.28430235014132776,0.2413793103448276
humaneval,117,fixed_1,5.756818532943726,0.42449577353819895,0.0967741935483871
humaneval,118,fixed_1,5.029084920883179,0.48150741713885375,0.13333333333333333
humaneval,119,fixed_1,5.193404674530029,0.4681696287855354,0.13333333333333333
humaneval,120,fixed_1,4.986327171325684,0.49075492924128195,0.0967741935483871
humaneval,121,fixed_1,5.332040548324585,0.43815774488502807,0.2413793103448276
humaneval,122,fixed_1,5.099499940872192,0.47335385399114205,0.0967741935483871
humaneval,123,fixed_1,4.944807052612305,0.502187847034314,0.06451612903225806
humaneval,124,fixed_1,5.14188027381897,0.47156922073377416,0.13333333333333333
humaneval,125,fixed_1,5.389788389205933,0.45020158219719175,0.2857142857142857
humaneval,126,fixed_1,5.3287622928619385,0.4710197991995598,0.0967741935483871
humaneval,127,fixed_1,5.14415979385376,0.4670969870927046,0.0967741935483871
humaneval,128,fixed_1,5.220209836959839,0.455704681955321,0.16666666666666666
humaneval,129,fixed_1,5.217303514480591,0.4622259688213069,0.0967741935483871
humaneval,130,fixed_1,4.8536696434021,0.49201547949809427,0.06451612903225806
humaneval,131,fixed_1,4.759693145751953,0.48859439179306335,0.03125
humaneval,132,fixed_1,5.0542144775390625,0.47144244949929504,0.13333333333333333
humaneval,133,fixed_1,4.87424898147583,0.4742142493852255,0.06451612903225806
humaneval,134,fixed_1,5.1852006912231445,0.46095231868152686,0.2068965517241379
humaneval,135,fixed_1,4.939053058624268,0.4666780910692227,0.03125
humaneval,136,fixed_1,4.947714567184448,0.4681282999181919,0.0967741935483871
