seed,workload,batch,policy,mean_speedup,accepted_tokens_per_step,mean_K,n_steps
7,humaneval,16,combined,1.6114,2.75,2.23,400
7,humaneval,16,nightjar,1.4957,3.02,3.02,400
7,humaneval,16,tapout,1.1522,4.42,6.482,400
7,humaneval,16,oracle,1.7781,2.6525,1.762,400
7,humaneval,32,fixed_1,1.1175,1.94,1.0,400
7,humaneval,32,fixed_2,1.0374,2.805,2.0,400
7,humaneval,32,fixed_4,0.9019,4.185,4.0,400
7,humaneval,32,fixed_8,0.6723,5.7225,8.0,400
7,humaneval,32,content_only,1.0467,2.7925,2.143,400
7,humaneval,32,load_only,1.043,2.82,2.18,400
7,humaneval,32,combined,1.0434,2.715,2.09,400
7,humaneval,32,nightjar,0.9698,3.375,3.197,400
7,humaneval,32,tapout,0.7533,5.1625,6.742,400
7,humaneval,32,oracle,1.1175,1.94,1.0,400
7,humaneval,64,fixed_1,0.8625,1.8975,1.0,400
7,humaneval,64,fixed_2,0.7934,2.6975,2.0,400
7,humaneval,64,fixed_4,0.6823,3.9575,4.0,400
7,humaneval,64,fixed_8,0.5163,5.4725,8.0,400
7,humaneval,64,content_only,0.7998,2.73,2.228,400
7,humaneval,64,load_only,0.7926,2.67,2.21,400
7,humaneval,64,combined,0.7907,2.7925,2.342,400
7,humaneval,64,nightjar,0.7384,3.3775,3.357,400
7,humaneval,64,tapout,0.5858,4.9075,6.457,400
7,humaneval,64,oracle,0.8625,1.8975,1.0,400
7,gsm8k,1,fixed_1,1.5438,1.8525,1.0,400
7,gsm8k,1,fixed_2,1.7946,2.5125,2.0,400
7,gsm8k,1,fixed_4,1.8958,3.4125,4.0,400
7,gsm8k,1,fixed_8,1.5837,4.1175,8.0,400
7,gsm8k,1,content_only,1.8828,3.2575,3.598,400
7,gsm8k,1,load_only,1.7537,2.5375,2.3,400
7,gsm8k,1,combined,1.8828,3.2575,3.598,400
7,gsm8k,1,nightjar,1.757,3.11,3.797,400
7,gsm8k,1,tapout,1.6781,3.76,6.138,400
7,gsm8k,1,oracle,2.1779,3.8775,3.22,400
7,gsm8k,4,fixed_1,1.5729,1.8875,1.0,400
7,gsm8k,4,fixed_2,1.8304,2.5625,2.0,400
7,gsm8k,4,fixed_4,1.9556,3.52,4.0,400
7,gsm8k,4,fixed_8,1.6135,4.195,8.0,400
7,gsm8k,4,content_only,1.9134,3.25,3.46,400
7,gsm8k,4,load_only,1.9144,3.335,3.7,400
7,gsm8k,4,combined,1.937,3.3325,3.558,400
7,gsm8k,4,nightjar,1.8123,3.1925,3.78,400
7,gsm8k,4,tapout,1.7236,3.8725,6.095,400
7,gsm8k,4,oracle,2.2247,3.97,3.3,400
7,gsm8k,8,fixed_1,1.4729,1.7675,1.0,400
7,gsm8k,8,fixed_2,1.6393,2.295,2.0,400
7,gsm8k,8,fixed_4,1.6,2.88,4.0,400
7,gsm8k,8,fixed_8,0.9548,3.1775,8.0,400
7,gsm8k,8,content_only,1.6394,2.74,3.25,400
7,gsm8k,8,load_only,1.613,2.2925,2.15,400
7,gsm8k,8,combined,1.6206,2.4375,2.535,400
7,gsm8k,8,nightjar,1.5163,2.4925,3.188,400
7,gsm8k,8,tapout,1.2462,2.9725,5.548,400
7,gsm8k,8,oracle,1.8765,2.88,2.252,400
7,gsm8k,16,fixed_1,1.5396,1.8475,1.0,400
7,gsm8k,16,fixed_2,1.6237,2.52,2.0,400
7,gsm8k,16,fixed_4,1.2289,3.3425,4.0,400
7,gsm8k,16,fixed_8,0.7615,3.85,8.0,400
7,gsm8k,16,content_only,1.5407,2.2525,1.768,400
7,gsm8k,16,load_only,1.5852,2.41,1.913,400
7,gsm8k,16,combined,1.5491,2.3725,1.933,400
7,gsm8k,16,nightjar,1.3884,2.61,2.842,400
7,gsm8k,16,tapout,0.9907,3.5275,6.105,400
7,gsm8k,16,oracle,1.7187,2.52,1.673,400
7,gsm8k,32,fixed_1,0.9879,1.715,1.0,400
7,gsm8k,32,fixed_2,0.8136,2.2,2.0,400
7,gsm8k,32,fixed_4,0.5927,2.75,4.0,400
7,gsm8k,32,fixed_8,0.358,3.0475,8.0,400
7,gsm8k,32,content_only,0.8954,1.9825,1.808,400
7,gsm8k,32,load_only,0.8909,2.055,1.823,400
7,gsm8k,32,combined,0.8886,1.985,1.87,400
7,gsm8k,32,nightjar,0.7566,2.315,3.035,400
7,gsm8k,32,tapout,0.5287,2.8725,5.367,400
7,gsm8k,32,oracle,0.9879,1.715,1.0,400
7,gsm8k,64,fixed_1,0.8511,1.8725,1.0,400
7,gsm8k,64,fixed_2,0.7478,2.5425,2.0,400
7,gsm8k,64,fixed_4,0.5776,3.35,4.0,400
7,gsm8k,64,fixed_8,0.3682,3.9025,8.0,400
7,gsm8k,64,content_only,0.7734,2.255,1.85,400
7,gsm8k,64,load_only,0.7714,2.2775,1.89,400
7,gsm8k,64,combined,0.7676,2.255,1.897,400
7,gsm8k,64,nightjar,0.6747,2.7575,3.178,400
7,gsm8k,64,tapout,0.4789,3.6075,6.062,400
7,gsm8k,64,oracle,0.8511,1.8725,1.0,400
7,mt_bench,1,fixed_1,1.4563,1.7475,1.0,400
7,mt_bench,1,fixed_2,1.6089,2.2525,2.0,400
7,mt_bench,1,fixed_4,1.5944,2.87,4.0,400
7,mt_bench,1,fixed_8,1.2308,3.2,8.0,400
7,mt_bench,1,content_only,1.5844,2.485,2.792,400
7,mt_bench,1,load_only,1.5471,2.3625,2.73,400
7,mt_bench,1,combined,1.5844,2.485,2.792,400
7,mt_bench,1,nightjar,1.5429,2.7075,3.748,400
7,mt_bench,1,tapout,1.4549,3.0225,5.253,400
7,mt_bench,1,oracle,1.8944,3.0575,2.44,400
7,mt_bench,4,fixed_1,1.3958,1.675,1.0,400
7,mt_bench,4,fixed_2,1.4929,2.09,2.0,400
7,mt_bench,4,fixed_4,1.3667,2.46,4.0,400
7,mt_bench,4,fixed_8,0.9875,2.5675,8.0,400
7,mt_bench,4,content_only,1.4788,2.34,2.848,400
7,mt_bench,4,load_only,1.4223,2.0925,2.422,400
7,mt_bench,4,combined,1.4617,2.345,2.947,400
7,mt_bench,4,nightjar,1.3501,2.16,3.248,400
7,mt_bench,4,tapout,1.2842,2.44,4.723,400
7,mt_bench,4,oracle,1.6889,2.4875,1.925,400
7,mt_bench,8,fixed_1,1.4438,1.7325,1.0,400
7,mt_bench,8,fixed_2,1.5589,2.1825,2.0,400
7,mt_bench,8,fixed_4,1.4056,2.53,4.0,400
7,mt_bench,8,fixed_8,0.797,2.6525,8.0,400
7,mt_bench,8,content_only,1.5016,2.13,2.158,400
7,mt_bench,8,load_only,1.4817,2.14,2.252,400
7,mt_bench,8,combined,1.4922,2.075,2.01,400
7,mt_bench,8,nightjar,1.3901,2.2275,3.055,400
7,mt_bench,8,tapout,1.1951,2.5475,4.9,400
7,mt_bench,8,oracle,1.7439,2.53,1.9,400
7,mt_bench,16,fixed_1,1.4396,1.7275,1.0,400
7,mt_bench,16,fixed_2,1.4143,2.195,2.0,400
7,mt_bench,16,fixed_4,0.9651,2.625,4.0,400
7,mt_bench,16,fixed_8,0.5498,2.78,8.0,400
7,mt_bench,16,content_only,1.4132,2.0225,1.728,400
7,mt_bench,16,load_only,1.3976,1.795,1.325,400
7,mt_bench,16,combined,1.4117,2.12,1.92,400
7,mt_bench,16,nightjar,1.2334,2.24,2.81,400
7,mt_bench,16,tapout,0.9156,2.63,5.03,400
7,mt_bench,16,oracle,1.5641,2.195,1.468,400
7,mt_bench,32,fixed_1,0.9706,1.685,1.0,400
7,mt_bench,32,fixed_2,0.7859,2.125,2.0,400
7,mt_bench,32,fixed_4,0.5603,2.6,4.0,400
7,mt_bench,32,fixed_8,0.3278,2.79,8.0,400
7,mt_bench,32,content_only,0.8694,2.0,1.847,400
7,mt_bench,32,load_only,0.8811,1.9,1.66,400
7,mt_bench,32,combined,0.8747,1.9825,1.823,400
7,mt_bench,32,nightjar,0.7353,2.2175,3.022,400
7,mt_bench,32,tapout,0.5355,2.6475,5.022,400
7,mt_bench,32,oracle,0.9706,1.685,1.0,400
7,mt_bench,64,fixed_1,0.7636,1.68,1.0,400
7,mt_bench,64,fixed_2,0.6191,2.105,2.0,400
7,mt_bench,64,fixed_4,0.4401,2.5525,4.0,400
7,mt_bench,64,fixed_8,0.2547,2.7,8.0,400
7,mt_bench,64,content_only,0.6625,1.99,2.025,400
7,mt_bench,64,load_only,0.6837,1.855,1.748,400
7,mt_bench,64,combined,0.6708,1.945,1.972,400
7,mt_bench,64,nightjar,0.5677,2.1925,3.14,400
7,mt_bench,64,tapout,0.4164,2.5625,4.96,400
7,mt_bench,64,oracle,0.7636,1.68,1.0,400
7,spec_bench,1,fixed_1,1.5333,1.84,1.0,400
7,spec_bench,1,fixed_2,1.8018,2.5225,2.0,400
7,spec_bench,1,fixed_4,1.9347,3.4825,4.0,400
7,spec_bench,1,fixed_8,1.5846,4.12,8.0,400
7,spec_bench,1,content_only,1.8974,3.435,4.032,400
7,spec_bench,1,load_only,1.9041,3.29,3.61,400
7,spec_bench,1,combined,1.8974,3.435,4.032,400
7,spec_bench,1,nightjar,1.7767,3.0975,3.715,400
7,spec_bench,1,tapout,1.7116,3.815,6.05,400
7,spec_bench,1,oracle,2.2076,3.93,3.228,400
7,spec_bench,4,fixed_1,1.5063,1.8075,1.0,400
7,spec_bench,4,fixed_2,1.725,2.415,2.0,400
7,spec_bench,4,fixed_4,1.7569,3.1625,4.0,400
7,spec_bench,4,fixed_8,1.3885,3.61,8.0,400
7,spec_bench,4,content_only,1.7689,2.8775,3.047,400
7,spec_bench,4,load_only,1.6779,2.89,3.638,400
7,spec_bench,4,combined,1.7579,2.98,3.408,400
7,spec_bench,4,nightjar,1.6627,2.875,3.665,400
7,spec_bench,4,tapout,1.5619,3.4225,5.89,400
7,spec_bench,4,oracle,2.0411,3.4375,2.797,400
7,spec_bench,8,fixed_1,1.5146,1.8175,1.0,400
7,spec_bench,8,fixed_2,1.7554,2.4575,2.0,400
7,spec_bench,8,fixed_4,1.8167,3.27,4.0,400
7,spec_bench,8,fixed_8,1.1621,3.8675,8.0,400
7,spec_bench,8,content_only,1.8339,3.0975,3.375,400
7,spec_bench,8,load_only,1.7226,2.445,2.123,400
7,spec_bench,8,combined,1.83,3.1325,3.455,400
7,spec_bench,8,nightjar,1.6857,2.8575,3.322,400
7,spec_bench,8,tapout,1.3774,3.575,6.037,400
7,spec_bench,8,oracle,2.0445,3.27,2.59,400
7,spec_bench,16,fixed_1,1.5,1.8,1.0,400
7,spec_bench,16,fixed_2,1.5641,2.4275,2.0,400
7,spec_bench,16,fixed_4,1.1654,3.17,4.0,400
7,spec_bench,16,fixed_8,0.7234,3.6575,8.0,400
7,spec_bench,16,content_only,1.5086,2.325,1.992,400
7,spec_bench,16,load_only,1.5188,2.38,2.022,400
7,spec_bench,16,combined,1.5172,2.3725,2.042,400
7,spec_bench,16,nightjar,1.3696,2.59,2.88,400
7,spec_bench,16,tapout,0.9905,3.3925,5.805,400
7,spec_bench,16,oracle,1.6671,2.4275,1.627,400
7,spec_bench,32,fixed_1,1.0714,1.86,1.0,400
7,spec_bench,32,fixed_2,0.9458,2.5575,2.0,400
7,spec_bench,32,fixed_4,0.7586,3.52,4.0,400
7,spec_bench,32,fixed_8,0.4928,4.195,8.0,400
7,spec_bench,32,content_only,0.9867,2.255,1.835,400
7,spec_bench,32,load_only,0.9974,2.2675,1.755,400
7,spec_bench,32,combined,0.9777,2.365,1.985,400
7,spec_bench,32,nightjar,0.8791,2.79,3.042,400
7,spec_bench,32,tapout,0.6113,3.8975,6.298,400
7,spec_bench,32,oracle,1.0714,1.86,1.0,400
7,spec_bench,64,fixed_1,0.833,1.8325,1.0,400
7,spec_bench,64,fixed_2,0.7331,2.4925,2.0,400
7,spec_bench,64,fixed_4,0.5875,3.4075,4.0,400
7,spec_bench,64,fixed_8,0.3866,4.0975,8.0,400
7,spec_bench,64,content_only,0.759,2.255,1.913,400
7,spec_bench,64,load_only,0.7578,2.365,2.027,400
7,spec_bench,64,combined,0.7497,2.4575,2.163,400
7,spec_bench,64,nightjar,0.6751,2.7925,3.192,400
7,spec_bench,64,tapout,0.4818,3.79,6.255,400
7,spec_bench,64,oracle,0.833,1.8325,1.0,400
